Asset Name,Serial Number,Status,Account Name,Product Code,Product Family,Product Family Short Name,Active Service,Territory,Service Contract Status Simple,Contract_Status_Clean,Service Start Date,Service End Date,has_active_contract,lat,lon,matched_appointment_account,match_method,match_score,matched
APP1361DS - Apollo Simulator - Pre-Hospital Black/African American,APP1361DS,Installed,HCA Kansas City CCA - Mid America Division,APOLLO-02,Apollo Pre-Hospital,Apollo,1,West Plains,Active Service Contract,Active Service Contract,2025-11-29,2026-11-28,True,39.0581534,-94.61381779999999,HCA Kansas City CCA - Mid America Division,exact,100.0,True
APP1365DS - Apollo Simulator - Pre-Hospital Black/African American,APP1365DS,Shipped,HCA Kansas City CCA - Mid America Division,APOLLO-02,Apollo Pre-Hospital,Apollo,1,West Plains,Active Service Contract,Active Service Contract,2025-11-29,2026-11-28,True,39.0581534,-94.61381779999999,HCA Kansas City CCA - Mid America Division,exact,100.0,True
APN0583 - Apollo Simulator - Nursing Caucasian,APN0583,Shipped,HCA Kansas City CCA - Mid America Division,APOLLO-03,Apollo Nursing,Apollo,1,West Plains,Active Service Contract,Active Service Contract,2025-11-29,2026-11-28,True,39.0581534,-94.61381779999999,HCA Kansas City CCA - Mid America Division,exact,100.0,True
APN0579 - Apollo Simulator - Nursing Caucasian,APN0579,Shipped,Northwestern State University - Natchitoches,APOLLO-03,Apollo Nursing,Apollo,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,,,,,,False
ARIA0684 - Aria Patient Simulator - Caucasian,ARIA0684,Shipped,HCA Kansas City CCA - Mid America Division,ARIA-01,Aria,Aria,1,West Plains,Active Service Contract,Active Service Contract,2025-11-29,2026-11-28,True,39.0581534,-94.61381779999999,HCA Kansas City CCA - Mid America Division,exact,100.0,True
ARES1562 - Ares Simulator - Caucasian,ARES1562,Installed,HCA Kansas City CCA - Mid America Division,ARES-01,Ares,Ares,1,West Plains,Active Service Contract,Active Service Contract,2025-11-29,2026-11-28,True,39.0581534,-94.61381779999999,HCA Kansas City CCA - Mid America Division,exact,100.0,True
LUNA0718 - Luna Simulator - Caucasian,LUNA0718,Installed,HCA Kansas City CCA - Mid America Division,LUNA-01,Luna,Luna,1,West Plains,Active Service Contract,Active Service Contract,2025-11-29,2026-11-28,True,39.0581534,-94.61381779999999,HCA Kansas City CCA - Mid America Division,exact,100.0,True
"EVO000071 - Evo Base Package - Adult, Caucasian",EVO000071,Shipped,Ivy Tech Community College - Valparaiso,EVO-04,Evo,Evo,1,Illinois,Active Service Contract,Active Service Contract,2025-11-29,2026-11-28,True,41.4672552,-87.0604487,Ivy Tech Community College - Valparaiso,exact,100.0,True
JUNO5026 - Juno Simulator - Caucasian,JUNO5026,Shipped,Carleton University,JUNO-01,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
JUNO5027 - Juno Simulator - Caucasian,JUNO5027,Shipped,Carleton University,JUNO-01,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
JUNO5030 - Juno Simulator - Caucasian,JUNO5030,Shipped,Carleton University,JUNO-01,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
JUNO5031 - Juno Simulator - Caucasian,JUNO5031,Shipped,Carleton University,JUNO-01,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
JUNO5007 - Juno Complete,JUNO5007,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO5008 - Juno Complete,JUNO5008,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO5011 - Juno Complete,JUNO5011,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO5010 - Juno Complete,JUNO5010,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO5006 - Juno Complete,JUNO5006,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO5003 - Juno Complete,JUNO5003,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO5005 - Juno Complete,JUNO5005,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO5004 - Juno Complete,JUNO5004,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO4999DS - Juno Complete,JUNO4999DS,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO4986DS - Juno Complete,JUNO4986DS,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO4987DS - Juno Complete,JUNO4987DS,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO4964DS - Juno Complete,JUNO4964DS,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO4988DS - Juno Complete,JUNO4988DS,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO4989DS - Juno Complete,JUNO4989DS,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
JUNO4985DS - Juno Complete,JUNO4985DS,Installed,Galen College of Nursing - Dallas,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
"APN0587 - Apollo Nursing Patient Simulator, Maestro",APN0587,Shipped,University of West Florida,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-11-27,2029-11-26,True,30.421309,-87.2169149,University of West Florida,exact,100.0,True
"APN0584DS - Apollo Nursing Patient Simulator, Maestro",APN0584DS,Shipped,University of West Florida,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-11-27,2029-11-26,True,30.421309,-87.2169149,University of West Florida,exact,100.0,True
MFS3069 - Lucina Patient Simulator with Maestro,MFS3069,Installed,Galen College of Nursing - Dallas,FLEX-MFS-MAESTRO,Lucina,Lucina,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2030-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
APN0582 - Apollo Simulator - Nursing Caucasian,APN0582,Installed,Galen College of Nursing - Dallas,APOLLO-03,Apollo Nursing,Apollo,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2027-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
LUNA0710_ - Luna Live,LUNA0710_,Shipped,Galen College of Nursing - Dallas,LUNA-200,Luna,Luna,1,North Texas,Active Service Contract,Active Service Contract,2025-11-27,2026-11-26,True,32.9481789,-96.7297206,Galen College of Nursing - Dallas,exact,100.0,True
VMDX2594 - Vimedix Simulator - Female,VMDX2594,Shipped,Gwinnett Technical College,VIMEDIX-02,Vimedix,Vimedix,1,North Florida,Active Service Contract,Active Service Contract,2025-11-26,2030-11-25,True,33.9566391,-83.9890066,Gwinnett Technical College,exact,100.0,True
JUNO5002 - Juno Simulator - Caucasian,JUNO5002,Shipped,Carleton University,JUNO-01,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
JUNO5009 - Juno Simulator - Caucasian,JUNO5009,Shipped,Carleton University,JUNO-01,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
JUNO5022DS - Juno Simulator - Black/African American,JUNO5022DS,Shipped,Carleton University,JUNO-02,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
JUNO5015DS - Juno Simulator - Black/African American,JUNO5015DS,Shipped,Carleton University,JUNO-02,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
JUNO5020DS - Juno Simulator - Black/African American,JUNO5020DS,Shipped,Carleton University,JUNO-02,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
JUNO5016DS - Juno Simulator - Black/African American,JUNO5016DS,Shipped,Carleton University,JUNO-02,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
JUNO5023DS - Juno Simulator - Black/African American,JUNO5023DS,Shipped,Carleton University,JUNO-02,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
JUNO5013DS - Juno Simulator - Black/African American,JUNO5013DS,Shipped,Carleton University,JUNO-02,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
MFS3071 - Lucina Patient Simulator - Caucasian,MFS3071,Shipped,Carleton University,LUCINA-01,Lucina,Lucina,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
MFS3075DS - Lucina Patient Simulator - Black/African American,MFS3075DS,Shipped,Toronto Metropolitan University - School of Medicine,LUCINA-02,Lucina,Lucina,1,Canada,Active Service Contract,Active Service Contract,2025-11-23,2030-11-22,True,43.685832,-79.7599366,Toronto Metropolitan University - School of Medicine,exact,100.0,True
ARES1561 - Ares Simulator - Caucasian,ARES1561,Shipped,Carleton University,ARES-01,Ares,Ares,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
ARES1541DS - Ares Simulator - Black/African American,ARES1541DS,Shipped,Carleton University,ARES-02,Ares,Ares,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
LUNA0685 - Luna Simulator - Caucasian,LUNA0685,Shipped,Carleton University,LUNA-01,Luna,Luna,1,Canada,Active Service Contract,Active Service Contract,2025-11-28,2027-11-27,True,45.3128048,-75.8940505,Carleton University,exact,100.0,True
HPS1040/HPSM1025 - HPS Simulator - Anesthesia,HPS1040/HPSM1025,Shipped,The University of Texas Tyler,HPS-01,HPS Adult,HPS Adult,1,North Texas,Active Service Contract,Active Service Contract,2025-11-21,2028-11-20,True,,,,,,False
ARIA0682DS - Aria Patient Simulator - Black/African American,ARIA0682DS,Shipped,Fortis College - Columbia,ARIA-02,Aria,Aria,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-11-15,2026-11-14,True,34.000754,-81.0352313,Fortis College - Columbia,exact,100.0,True
JUNO4994 - Juno Simulator - Caucasian,JUNO4994,Shipped,Tennessee College of Applied Technology - Nashville,JUNO-01,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-14,2030-11-13,True,,,,,,False
JUNO4992 - Juno Simulator - Caucasian,JUNO4992,Shipped,Tennessee College of Applied Technology - Nashville,JUNO-01,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-14,2030-11-13,True,,,,,,False
JUNO4995 - Juno Simulator - Caucasian,JUNO4995,Shipped,Tennessee College of Applied Technology - Nashville,JUNO-01,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-14,2030-11-13,True,,,,,,False
JUNO4996 - Juno Simulator - Caucasian,JUNO4996,Shipped,Tennessee College of Applied Technology - Nashville,JUNO-01,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-14,2030-11-13,True,,,,,,False
JUNO4997 - Juno Simulator - Caucasian,JUNO4997,Shipped,Tennessee College of Applied Technology - Nashville,JUNO-01,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-14,2030-11-13,True,,,,,,False
JUNO4963DS - Juno Simulator - Black/African American,JUNO4963DS,Shipped,Tennessee College of Applied Technology - Nashville,JUNO-02,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-14,2030-11-13,True,,,,,,False
JUNO4972DS - Juno Simulator - Black/African American,JUNO4972DS,Shipped,Tennessee College of Applied Technology - Nashville,JUNO-02,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-14,2030-11-13,True,,,,,,False
JUNO4971DS - Juno Simulator - Black/African American,JUNO4971DS,Shipped,Tennessee College of Applied Technology - Nashville,JUNO-02,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-14,2030-11-13,True,,,,,,False
JUNO4966DS - Juno Simulator - Black/African American,JUNO4966DS,Shipped,Tennessee College of Applied Technology - Nashville,JUNO-02,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-14,2030-11-13,True,,,,,,False
APN0575DS - Apollo Simulator - Nursing Black/African American,APN0575DS,Shipped,Fox Valley Technical College,APOLLO-04,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-11-14,2026-11-13,True,44.26139669999999,-88.40697439999998,Fox Valley Technical College,exact,100.0,True
MFS3068 - Lucina Patient Simulator - Caucasian,MFS3068,Shipped,Licking Memorial Hospital,LUCINA-01,Lucina,Lucina,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-13,2026-11-12,True,,,,,,False
"EVO000072 - Evo Base Package - Adult, Caucasian",EVO000072,Shipped,Ivy Tech - Lake County,EVO-04,Evo,Evo,1,Illinois,Active Service Contract,Active Service Contract,2025-11-08,2028-11-07,True,41.4169806,-87.3653136,Ivy Tech - Lake County,exact,100.0,True
APN0581 - Apollo Simulator - Nursing Caucasian,APN0581,Shipped,Broward Health Medical Center,APOLLO-03,Apollo Nursing,Apollo,1,South Florida,Active Service Contract,Active Service Contract,2025-11-07,2026-11-06,True,26.1223084,-80.1433786,Broward Health Medical Center,exact,100.0,True
MFS3067 - Lucina Patient Simulator - Caucasian,MFS3067,Installed,University of Texas Health Science Center - Tyler,LUCINA-01,Lucina,Lucina,1,North Texas,Active Service Contract,Active Service Contract,2025-11-07,2026-11-06,True,32.3512601,-95.3010624,University of Texas Health Science Center - Tyler,exact,100.0,True
ARIA0672 - Aria Patient Simulator - Caucasian,ARIA0672,Shipped,Broward Health Medical Center,ARIA-01,Aria,Aria,1,South Florida,Active Service Contract,Active Service Contract,2025-11-07,2026-11-06,True,26.1223084,-80.1433786,Broward Health Medical Center,exact,100.0,True
