Asset Name,Serial Number,Status,Account Name,Product Code,Product Family,Product Family Short Name,Active Service,Territory,Service Contract Status Simple,Contract_Status_Clean,Service Start Date,Service End Date,has_active_contract,lat,lon,matched
JUNO4984 - Juno Simulator - Caucasian,JUNO4984,Shipped,Manhattanville University,JUNO-01,Juno,Juno,1,NY/NJ,Active Service Contract,Active Service Contract,2025-10-30,2028-10-29,True,,,False
JUNO4998 - Juno Simulator - Caucasian,JUNO4998,Shipped,Hemphill County Hospital District,JUNO-01,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,,,False
JUNO4993 - Juno Simulator - Caucasian,JUNO4993,Shipped,DiaMedical USA,JUNO-01,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,,,False
APP1375 - Apollo Simulator - Pre-Hospital Caucasian,APP1375,Shipped,Presbyterian Healthcare Services,APOLLO-01,Apollo Pre-Hospital,Apollo,1,Southwest,Active Service Contract,Active Service Contract,2025-10-30,2030-10-29,True,,,False
APN0572 - Apollo Simulator - Nursing Caucasian,APN0572,Shipped,Northwestern State University - Natchitoches,APOLLO-03,Apollo Nursing,Apollo,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,,,False
APN0580 - Apollo Simulator - Nursing Caucasian,APN0580,Shipped,Northwestern State University - Natchitoches,APOLLO-03,Apollo Nursing,Apollo,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,,,False
MFS3057 - Lucina Patient Simulator - Caucasian,MFS3057,Shipped,Northwestern State University - Natchitoches,LUCINA-01,Lucina,Lucina,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,,,False
ARIA0678 - Aria Patient Simulator - Caucasian,ARIA0678,Shipped,Northwestern State University - Natchitoches,ARIA-01,Aria,Aria,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,,,False
LUNA0704 - Luna Simulator - Caucasian,LUNA0704,Shipped,Northwestern State University - Natchitoches,LUNA-01,Luna,Luna,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,,,False
LUNA0706 - Luna Simulator - Caucasian,LUNA0706,Shipped,Faulkner University,LUNA-01,Luna,Luna,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,32.3777111,-86.3090775,True
LUNA0713 - Luna Live,LUNA0713,Shipped,Galen College of Nursing - Myrtle Beach,LUNA-200,Luna,Luna,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,33.6956461,-78.8900409,True
ARES1547DS - Ares Simulator - Black/African American,ARES1547DS,Shipped,Empath Health - Palm Harbor,ARES-02,Ares,Ares,1,North Florida,Active Service Contract,Active Service Contract,2025-10-24,2026-10-23,True,,,False
VMDX2588 - VIM-006 (TTE) Simulator Base Unit,VMDX2588,Shipped,Saskatchewan Health Authority,VIM-006,Vimedix,Vimedix,1,Canada,Active Service Contract,Active Service Contract,2025-10-23,2026-10-22,True,,,False
MFS3054 - Lucina Patient Simulator with Maestro,MFS3054,Shipped,Kaleida Health,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-10-22,2028-10-21,True,42.8864163,-78.8781493,True
MFS3055 - Lucina Patient Simulator with Maestro,MFS3055,Shipped,"University of Kentucky- Department of OBGYN, Division of Maternal Fetal Medicine",FLEX-MFS-MAESTRO,Lucina,Lucina,1,Great Lakes,Active Service Contract,Active Service Contract,2025-10-19,2029-10-18,True,38.0464066,-84.4970393,True
HPS1039/HPSM1024 - HPS Simulator - Anesthesia,HPS1039/HPSM1024,Shipped,Southern Illinois University Edwardsville CRNA,HPS-01,HPS Adult,HPS Adult,1,Illinois,Active Service Contract,Active Service Contract,2025-10-19,2026-10-18,True,,,False
JUNO4954DS - Juno Simulator - Black/African American,JUNO4954DS,Shipped,St. Joseph's Villa,JUNO-02,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-10-17,2027-10-16,True,,,False
JUNO4953DS - Juno Simulator - Black/African American,JUNO4953DS,Shipped,St. Joseph's Lifecare Centre,JUNO-02,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-10-16,2027-10-15,True,,,False
JUNO4973 - Juno Simulator - Caucasian,JUNO4973,Shipped,Marietta Memorial Hospital,JUNO-01,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-10-11,2027-10-10,True,,,False
JUNO4961DS - Juno Simulator - Black/African American,JUNO4961DS,Shipped,Weber State University,JUNO-02,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-10-11,2026-10-10,True,41.2230048,-111.9738429,True
JUNO4962DS - Juno Simulator - Black/African American,JUNO4962DS,Shipped,Weber State University,JUNO-02,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-10-11,2026-10-10,True,41.2230048,-111.9738429,True
APN0573 - Apollo Simulator - Nursing Caucasian,APN0573,Shipped,Knox County Career Center,APOLLO-03,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-10-09,2026-10-08,True,,,False
JUNO4943 - Juno Simulator - Caucasian,JUNO4943,Shipped,Education Foundation of Lake County,JUNO-01,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-09-28,2027-09-27,True,,,False
JUNO4965DS - Juno Simulator - Black/African American,JUNO4965DS,Shipped,Health Sciences Charter School,JUNO-02,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-09-28,2026-09-27,True,,,False
MFS3053 - Lucina Patient Simulator - Caucasian,MFS3053,Shipped,Faulkner University,LUCINA-01,Lucina,Lucina,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-09-28,2026-09-27,True,32.3777111,-86.3090775,True
ARES1540DS - Ares Simulator - Black/African American,ARES1540DS,Shipped,Health Sciences Charter School,ARES-02,Ares,Ares,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-09-28,2026-09-27,True,,,False
MFS3047DS - Lucina Patient Simulator - Black/African American,MFS3047DS,Shipped,Northeast Alabama Community College,LUCINA-02,Lucina,Lucina,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-09-27,2029-09-26,True,34.4942536,-85.8477494,True
VMDX2585 - Vimedix Simulator - Male,VMDX2585,Shipped,Skills on Point LLC,VIMEDIX-01,Vimedix,Vimedix,1,Illinois,Active Service Contract,Active Service Contract,2025-09-27,2026-09-26,True,,,False
JUNO4940 - Juno Complete,JUNO4940,Shipped,Galen College of Nursing - Salt Lake City,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-24,2026-09-23,True,40.5247777,-111.8627989,True
JUNO4956 - Juno Complete,JUNO4956,Shipped,Galen College of Nursing - Salt Lake City,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-24,2026-09-23,True,40.5247777,-111.8627989,True
JUNO4949DS - Juno Complete,JUNO4949DS,Shipped,Galen College of Nursing - Salt Lake City,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-24,2026-09-23,True,40.5247777,-111.8627989,True
JUNO4939 - Juno Complete,JUNO4939,Shipped,Emerald Coast Technical College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-09-24,2027-09-23,True,30.7210227,-86.1152184,True
JUNO4936DS - Juno Complete,JUNO4936DS,Shipped,Emerald Coast Technical College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-09-24,2027-09-23,True,30.7210227,-86.1152184,True
VMDX2583 - Elevate Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2583,Shipped,UNMH Lifeguard AES,VIM-003.1,Vimedix,Vimedix,1,Southwest,Active Service Contract,Active Service Contract,2025-09-24,2026-09-23,True,,,False
VMDX2582 - Elevate Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2582,Shipped,Olympic College,VIM-003.1,Vimedix,Vimedix,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-09-21,2026-09-20,True,47.5653663,-122.6246836,True
JUNO4941 - Juno Simulator - Caucasian,JUNO4941,Shipped,St. Charles Community College - Regional Work Innovation Center,JUNO-01,Juno,Juno,1,West Plains,Active Service Contract,Active Service Contract,2025-09-21,2026-09-20,True,,,False
JUNO4957 - Juno Simulator - Caucasian,JUNO4957,Shipped,St. Charles Community College - Regional Work Innovation Center,JUNO-01,Juno,Juno,1,West Plains,Active Service Contract,Active Service Contract,2025-09-21,2026-09-20,True,,,False
JUNO4950DS - Juno Simulator - Black/African American,JUNO4950DS,Shipped,Anna Maria College,JUNO-02,Juno,Juno,1,New England,Active Service Contract,Active Service Contract,2025-09-21,2026-09-20,True,,,False
APN0570DS - Apollo Simulator - Nursing Black/African American,APN0570DS,Shipped,Southeast Technical College,APOLLO-04,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-21,2027-09-20,True,43.5476008,-96.72936289999998,True
APN0562DS - Apollo Simulator - Nursing Black/African American,APN0562DS,Shipped,Southeast Technical College,APOLLO-04,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-21,2027-09-20,True,43.5476008,-96.72936289999998,True
APN0571 - Apollo Simulator - Nursing Caucasian,APN0571,Shipped,Southeast Technical College,APOLLO-03,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-21,2027-09-20,True,43.5476008,-96.72936289999998,True
ARIA0675 - Aria Patient Simulator - Caucasian,ARIA0675,Shipped,Southeast Technical College,ARIA-01,Aria,Aria,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-21,2027-09-20,True,43.5476008,-96.72936289999998,True
ARIA0677DS - Aria Patient Simulator - Black/African American,ARIA0677DS,Shipped,Southeast Technical College,ARIA-02,Aria,Aria,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-21,2027-09-20,True,43.5476008,-96.72936289999998,True
JUNO4955 - Juno Simulator - Caucasian,JUNO4955,Shipped,Southeast Technical College,JUNO-01,Juno,Juno,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-20,2027-09-19,True,43.5476008,-96.72936289999998,True
JUNO4951DS - Juno Simulator - Black/African American,JUNO4951DS,Shipped,Southeast Technical College,JUNO-02,Juno,Juno,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-20,2027-09-19,True,43.5476008,-96.72936289999998,True
"APP1367 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1367,Shipped,Three Rivers College,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,West Plains,Active Service Contract,Active Service Contract,2025-09-19,2026-09-18,True,,,False
JUNO4958 - Juno Simulator - Caucasian,JUNO4958,Shipped,Ashland County-West Holmes Career Center,JUNO-01,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-19,2029-09-18,True,,,False
JUNO4952DS - Juno Simulator - Caucasian,JUNO4952DS,Shipped,Carle Illinois College of Medicine,JUNO-01,Juno,Juno,1,Illinois,Active Service Contract,Active Service Contract,2025-09-19,2026-09-18,True,40.1117174,-88.20730099999999,True
APN0568 - Apollo Simulator - Nursing Caucasian,APN0568,Shipped,Carle Illinois College of Medicine,APOLLO-03,Apollo Nursing,Apollo,1,Illinois,Active Service Contract,Active Service Contract,2025-09-19,2026-09-18,True,40.1117174,-88.20730099999999,True
LUNA0673 - Luna Live,LUNA0673,Shipped,Galen College of Nursing - Gainesville,LUNA-200,Luna,Luna,1,North Florida,Active Service Contract,Active Service Contract,2025-08-21,2026-08-20,True,35.631218,-81.60883849999999,True
APN0574DS - Apollo Simulator - Nursing Black/African American,APN0574DS,Shipped,Southeast Technical College,APOLLO-04,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-18,2027-09-17,True,43.5476008,-96.72936289999998,True
APN0569 - Apollo Simulator - Nursing Caucasian,APN0569,Shipped,Southeast Technical College,APOLLO-03,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-18,2027-09-17,True,43.5476008,-96.72936289999998,True
JUNO4938 - Juno Complete,JUNO4938,Shipped,Galen College of Nursing - Nashville,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-17,2026-09-16,True,36.1622767,-86.7742984,True
JUNO4935DS - Juno Complete,JUNO4935DS,Shipped,Galen College of Nursing - Nashville,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-17,2026-09-16,True,36.1622767,-86.7742984,True
JUNO4942 - Juno Simulator - Caucasian,JUNO4942,Shipped,University of Illinois at Urbana-Champaign (School of Nursing),JUNO-01,Juno,Juno,1,Illinois,Active Service Contract,Active Service Contract,2025-09-17,2026-09-16,True,,,False
ARIA0621DS - Aria Patient Simulator - Black/African American,ARIA0621DS,Installed,Southeast Technical College,ARIA-02,Aria,Aria,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-17,2027-09-16,True,43.5476008,-96.72936289999998,True
ARES1552 - Ares Simulator - Caucasian,ARES1552,Shipped,Southeast Technical College,ARES-01,Ares,Ares,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-17,2027-09-16,True,43.5476008,-96.72936289999998,True
ARES1548DS - Ares Simulator - Black/African American,ARES1548DS,Shipped,Southeast Technical College,ARES-02,Ares,Ares,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-17,2027-09-16,True,43.5476008,-96.72936289999998,True
VMDX2580 - Vimedix Simulator - Male,VMDX2580,Shipped,Southern Illinois University Edwardsville CRNA,VIMEDIX-01,Vimedix,Vimedix,1,Illinois,Active Service Contract,Active Service Contract,2025-10-19,2026-10-18,True,,,False
JUNO4928 - Juno Complete,JUNO4928,Shipped,Galen College of Nursing - Las Vegas,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-13,2026-09-12,True,36.1674263,-115.1484131,True
JUNO4929 - Juno Complete,JUNO4929,Shipped,Galen College of Nursing - Las Vegas,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-13,2026-09-12,True,36.1674263,-115.1484131,True
JUNO4906 - Juno Complete,JUNO4906,Shipped,Galen College of Nursing - Las Vegas,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-13,2026-09-12,True,36.1674263,-115.1484131,True
JUNO4927 - Juno Complete,JUNO4927,Shipped,Galen College of Nursing - Las Vegas,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-13,2026-09-12,True,36.1674263,-115.1484131,True
JUNO4937DS - Juno Complete,JUNO4937DS,Shipped,Galen College of Nursing - Las Vegas,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-13,2026-09-12,True,36.1674263,-115.1484131,True
JUNO4946DS - Juno Complete,JUNO4946DS,Shipped,Galen College of Nursing - Las Vegas,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-13,2026-09-12,True,36.1674263,-115.1484131,True
JUNO4947DS - Juno Complete,JUNO4947DS,Shipped,Galen College of Nursing - Las Vegas,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-13,2026-09-12,True,36.1674263,-115.1484131,True
JUNO4934DS - Juno Complete,JUNO4934DS,Shipped,Galen College of Nursing - Las Vegas,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-13,2026-09-12,True,36.1674263,-115.1484131,True
APP1366 - Apollo Simulator - Pre-Hospital Caucasian,APP1366,Shipped,Toronto Metropolitan University - School of Medicine,APOLLO-01,Apollo Pre-Hospital,Apollo,1,Canada,Active Service Contract,Active Service Contract,2025-11-23,2030-11-22,True,43.685832,-79.7599366,True
MFS3045 - Lucina Patient Simulator with Maestro,MFS3045,Shipped,Northwestern Lake Forest Hospital,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Illinois,Active Service Contract,Active Service Contract,2025-09-12,2028-09-11,True,,,False
JUNO4926_ - Juno Simulator - Caucasian,JUNO4926_,Shipped,Green Dot Public Schools,JUNO-01,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2025-09-11,2026-09-10,True,,,False
JUNO4909 - Juno Complete,JUNO4909,Shipped,Galen College of Nursing - Richmond,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-09-07,2026-09-06,True,37.5385087,-77.43428,True
JUNO4910 - Juno Complete,JUNO4910,Shipped,Galen College of Nursing - Richmond,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-09-07,2026-09-06,True,37.5385087,-77.43428,True
JUNO4912 - Juno Complete,JUNO4912,Shipped,Galen College of Nursing - Richmond,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-09-07,2026-09-06,True,37.5385087,-77.43428,True
JUNO4944DS - Juno Complete,JUNO4944DS,Shipped,Galen College of Nursing - Richmond,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-09-07,2026-09-06,True,37.5385087,-77.43428,True
JUNO4945DS - Juno Complete,JUNO4945DS,Shipped,Galen College of Nursing - Richmond,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-09-07,2026-09-06,True,37.5385087,-77.43428,True
JUNO4948DS - Juno Complete,JUNO4948DS,Shipped,Galen College of Nursing - Richmond,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-09-07,2026-09-06,True,37.5385087,-77.43428,True
JUNO4908 - Juno Simulator - Caucasian,JUNO4908,Shipped,Coshocton County Career Center,JUNO-01,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-07,2027-09-06,True,,,False
APN0567 - Apollo Simulator - Nursing Caucasian,APN0567,Shipped,Coshocton County Career Center,APOLLO-03,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-07,2027-09-06,True,,,False
APP1363 - Apollo Simulator - Pre-Hospital Caucasian,APP1363,Installed,Memorial Health University Medical Center,APOLLO-01,Apollo Pre-Hospital,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-09-06,2026-09-05,True,32.0790074,-81.0921335,True
